plname,Per,Mp,SMA,ecc,inc,Rp,lambda,b,ncomp,dismet,year,RA,dec,BmV,Vmag,dist,Mstar,Rstar,Teff,logg,FeH,PerErrU,MpErrU,SMAErrU,eccErrU,incErrU,RpErrU,lambdaErrU,bErrU,distErrU,MstarErrU,RstarErrU,TeffErrU,loggErrU,FeHErrU,PerErrL,MpErrL,SMAErrL,eccErrL,incErrL,RpErrL,lambdaErrL,bErrL,distErrL,MstarErrL,RstarErrL,TeffErrL,loggErrL,FeHErrL,Vsini,VsiniErrU,VsiniErrL,age,ageErrU,ageErrL,SHK,RHK
KIC 11442793 c,8.719375,0.0053608,0.088103,,89.68,0.106,,0.09,7,Transit,2013,284.4334917,49.30513889,,14,780,1.2,1.2,6080,4.4,-0.12,2.70E-05,0.00184615,0.0024473,,0.74,0.012,,0.2,100,0.1,0.1,260,,0.18,-2.70E-05,0.00184615,0.0024473,,0.74,-0.012,,-0.2,100,-0.1,0.1,-170,,-0.18,4.6,2.1,-2.1,,,,,
KIC 11442793 d,59.73667,0.0247111,0.307074,,89.71,0.257,,0.28,7,Transit,2013,284.4334917,49.30513889,,14,780,1.2,1.2,6080,4.4,-0.12,0.00038,0.00423703,0.00852983,,0.029,0.027,,0.25,100,0.1,0.1,260,,0.18,0.00038,0.00423703,0.00852983,,0.029,0.027,,-0.25,100,-0.1,0.1,-170,,-0.18,4.6,2.1,-2.1,,,,,
KIC 11442793 e,91.93913,0.021628,0.423643,,89.79,0.238,,0.27,7,Transit,2013,284.4334917,49.30513889,,14,780,1.2,1.2,6080,4.4,-0.12,0.00073,0.00347313,0.0117679,,0.19,0.026,,0.22,100,0.1,0.1,260,,0.18,0.00073,0.00347313,0.0117679,,0.19,0.026,,-0.22,100,-0.1,0.1,-170,,-0.18,4.6,2.1,-2.1,,,,,
KIC 11442793 f,124.9144,0.0254263,0.519687,0.01,89.77,0.26,,0.35,7,Transit,2013,284.4334917,49.30513889,,14,780,1.2,1.2,6080,4.4,-0.12,0.0019,0.00690987,0.0144358,0.02,0.31,0.046,,0.4,100,0.1,0.1,260,,0.18,0.0019,0.00690987,0.0144358,0.01,0.31,0.046,,-0.4,100,-0.1,0.1,-170,,-0.18,4.6,2.1,-2.1,,,,,
KIC 11442793 g,210.60697,0.217563,0.736177,,89.8,0.723,,0.45,7,Transit,2013,284.4334917,49.30513889,,14,780,1.2,1.2,6080,4.4,-0.12,0.00043,0.0577934,0.0204494,,0.06,0.071,,0.1,100,0.1,0.1,260,,0.18,0.00043,0.0577934,0.0204494,,0.06,-0.071,,-0.1,100,-0.1,0.1,-170,,-0.18,4.6,2.1,-2.1,,,,,
KIC 11442793 h,331.60059,0.937417,0.996347,,89.6,1.008,,0.36,7,Transit,2013,284.4334917,49.30513889,,14,780,1.2,1.2,6080,4.4,-0.12,0.00037,0.40216,0.0276763,,1.3,0.089,,0.07,100,0.1,0.1,260,,0.18,0.00037,0.40216,0.0276763,,1.3,-0.089,,-0.07,100,-0.1,0.1,-170,,-0.18,4.6,2.1,-2.1,,,,,
KIC 12454613 b,736.3819,,1.54,0.16,89.95,0.228,,0.37,1,Transit,2013,288.1708333,51.38222224,,14,,0.87,0.82,5420,,0.03,0.0065,,0.04,0.42,0.03,0.037,,0.42,,0.09,0.12,331,,,0.0211,,0.04,0.16,0.18,0.037,,0.37,,0.14,0.2,158,,,,,,,,,,
KIC 3558849 b,1322.3,,,,89.973,0.62,,,1,Transit,2015,294.949847,38.605197,,,,0.98,1.005,6175,4.44,-0.42,386.1,,,,0.023,0.0892,,,,0.11,0.105,168,0.07,0.28,11.2,,,,0.031,0.08,,,,0.11,0.105,194,-0.27,-0.3,,,,,,,,
KIC 5010054 b,904.24,,1.86,0,89.79,0.62,,,1,Transit,2013,291.5,40.1828,,14.5,,1.05,2.17,5550,,,0.0146,,0.11,,0.2,0.14,,,,0.15,0.4,,,,0.0113,,0.11,,0.05,0.14,,,,0.21,0.45,,,,,,,,,,,
KIC 5094412 b,276.88,,0.78,0,89.74,0.51,,,1,Transit,2013,290.3,40.2878,,16,,0.82,0.8,5313,,-0.327,0.0258,,0.03,,0.21,0.37,,,,0.09,0.12,154,,,0.0319,,0.03,,0.73,0.37,,,,0.1,0.12,253,,,,,,,,,,
KIC 5437945 b,440.7813,,,,89.904,0.57,,,2,Transit,2015,288.474857,40.651357,,14.2,,1.07,1.24,6340,4.16,-0.38,0.00563,,,,0.066,0.14,,,,0.17,0.29,176,0.22,0.3,0.00577,,,,0.086,0.14,,,,0.17,-0.29,200,-0.25,0.3,,,,,,,,
KIC 5522786 b,757.1639,,1.98,0.56,89.86,0.11,,,1,Transit,2013,288.3417,40.7314,,9.8,,1.79,1.3,8719,,-0.03,0.059,,0.12,0.14,0.14,0.04,,,,0.34,0.57,194,,,0.163,,0.12,0.27,0.04,0.04,,,,0.31,0.29,190,,,,,,,,,,
KIC 5732155 b,644.1685,,1.52,0,89.76,1.14,,,1,Transit,2013,298.425,40.9067,,15.5,,1.13,1.99,5755,,-0.03,0.014,,0.08,,0.08,0.23,,,,0.14,0.36,430,,,0.014,,0.08,,0.1,0.23,,,,0.22,0.44,155,,,,,,,,,,
KIC 5951458 b,1320.1,,,,89.799,0.589,,,1,Transit,2015,288.991582,41.223038,,,,0.98,1.52,6258,4.08,-0.5,12401.8,,,,0.09,2.346,,,,0.21,0.82,170,0.28,0.3,152.5,,,,0.12,0.37,,,,0.21,0.82,183,-0.23,0.3,,,,,,,,
KIC 6372194 b,281.5848,,0.78,0.65,89.69,0.74,,,1,Transit,2013,294.3375,41.7475,,16.3,,0.8,0.75,5233,,-0.37,0.0037,,0.03,0.05,0.05,0.11,,,,0.09,0.11,180,,,0.0031,,0.03,0.24,0.11,0.11,,,,0.09,0.11,174,,,,,,,,,,
KIC 6436029 b,505.45,,1.15,0,89.94,0.274,,,1,Transit,2013,289.538818,41.892818,,16.2,,0.83,0.83,4817,,0.42,0.0042,,0.04,,0.06,0.055,,,,0.05,0.05,180,,0.06,0.0043,,0.04,,0.39,0.055,,,,0.05,0.05,130,,0.24,,,,,,,,
KIC 7917485 b,840,11.8,2.03,0.15,,,,,1,Pulsar,2016,299.434592,43.632622,,13.2,,1.63,,7067,4,-0.02,22,0.8,0.27,0.13,,,,,,0.15,,192,0.14,0.15,20,0.6,0.22,0.1,,,,,,0.12,,192,-0.14,0.15,120,,,,,,,
KIC 8012732 b,431.4681,,,,89.741,0.87,,,1,Transit,2015,284.7291667,43.8641667,,14.3,,0.92,1.22,6221,,0.2,0.00358,,,,0.018,0.37,,,,0.15,0.47,166,,0.16,0.00365,,,,0.015,0.35,,,,0.15,0.47,249,,0.32,,,,,,,,
KIC 8540376 b,31.8099,,0.161,,89.3,0.366,,,2,Transit,2015,282.37753,44.694592,,,,1.04,1.26,6474,4.31,-0.16,0.00919,,0.017,,0.49,0.196,,,,0.2,0.56,178,0.1,0.23,0.00933,,0.032,,0.72,-0.17,,,,0.2,0.56,267,-0.33,0.32,,,,,,,,
KIC 8540376 c,75.2,,,,89.701,0.214,,,2,Transit,2015,282.37753,44.694592,,,,1.04,1.26,6474,4.31,-0.16,38.9,,,,0.16,0.17,,,,0.2,0.56,178,0.1,0.23,1.1,,,,0.16,-0.125,,,,0.2,0.56,267,-0.33,0.32,,,,,,,,
KIC 9413313 b,,,,,,,,,1,Transit,2015,295.4166667,45.90361113,,14.5,,0.95,1.45,5359,,0.02,,,,,,,,,,0.23,0.8,167,,0.28,,,,,,,,,,0.23,0.8,143,,0.28,,,,,,,,
KIC 9662267 b,466.202,,1.12,0.11,89.82,0.34,,,1,Transit,2013,296.7916667,46.35000001,,15.3,,0.86,0.89,5602,,-0.03,0.0118,,0.07,0.41,0.06,0.096,,,,0.13,0.19,151,,,0.0118,,0.07,0.11,0.06,0.096,,,,0.18,0.27,531,,,,,,,,,,
KIC 9663113 b,572.3847,,,,89.768,0.41,,,1,Transit,2015,297.045421,46.328701,,,,0.98,1.03,6065,4.42,-0.28,0.00583,,,,0.095,0.054,,,,0.13,0.12,155,0.08,0.28,0.00567,,,,0.062,0.062,,,,0.13,0.12,180,-0.26,0.3,,,,,,,,
KIC 9704149 b,697.0159,,1.46,0.29,89.95,0.4,,,1,Transit,2013,289.1625,46.42166668,,15.5,,0.86,0.78,5640,,-0.16,0.0058,,0.07,0.17,0.05,0.09,,,,0.11,0.15,181,,,0.0058,,0.07,0.28,0.05,0.09,,,,0.14,0.22,181,,,,,,,,,,
KOI-1089.02 b,12.21826,0.64,,0.5,87.6,0.625,,,1,Transit,2014,294.4333333,38.35555557,,15,,0.98,1.094,5820,,-0.05,1.00E-05,0.64,,0.5,0.44,0.083,,,,0.08,0.14,100,,0.1,1.00E-05,0,,0,0.44,0.083,,,,0.08,0.14,100,,0.1,,,,7,4,3,,
